time,x,y,z
4172,3.581,-3.026,8.311
4183,3.567,-2.997,8.445
4194,3.590,-3.026,8.517
4204,3.758,-3.203,8.608
4215,3.772,-3.332,8.684
4229,4.050,-3.600,8.823
4239,3.619,-3.016,8.756
4250,3.701,-2.901,8.823
4260,3.902,-2.959,8.794
4269,3.734,-2.992,8.670
4280,3.653,-3.035,8.497
4294,3.667,-3.030,8.445
4305,3.643,-3.045,8.469
4313,3.720,-3.136,8.579
4324,3.710,-3.093,8.564
4334,3.696,-3.049,8.584
4349,3.638,-3.131,8.521
4358,3.605,-3.073,8.497
4369,3.643,-2.901,8.612
4380,3.744,-2.997,8.718
4395,3.772,-3.093,8.770
4402,3.744,-3.030,8.761
4414,3.648,-2.987,8.521
4425,3.571,-2.987,8.445
4441,3.672,-3.049,8.459
4450,3.653,-3.241,8.387
4461,3.619,-3.294,8.378
4471,3.662,-3.184,8.521
4482,3.691,-2.872,8.612
4491,3.662,-2.805,8.675
4501,3.748,-2.853,8.746
4515,3.815,-2.982,8.804
4523,3.772,-3.030,8.746
4533,3.725,-3.054,8.579
4549,3.744,-3.145,8.464
4559,3.677,-3.093,8.421
4568,3.710,-3.126,8.359
4575,3.772,-3.265,8.406
4590,3.801,-3.193,8.526
4601,3.801,-3.040,8.550
4611,3.777,-2.935,8.584
4623,3.830,-3.126,8.617
4630,3.753,-3.088,8.627
4639,4.175,-3.365,8.483
4655,3.629,-2.997,8.598
4665,3.643,-2.997,8.493
4673,3.787,-2.887,8.631
4686,3.882,-2.824,8.445
4697,3.744,-2.906,8.675
4707,3.835,-2.925,8.670
4717,3.839,-2.877,8.761
4727,3.820,-2.872,8.708
4736,4.012,-3.049,8.517
4752,3.768,-2.882,8.713
4763,3.921,-3.006,8.660
4773,3.964,-3.030,8.708
4785,3.696,-2.887,8.698
4794,3.796,-2.963,8.473
4805,3.768,-3.155,8.478
4819,3.562,-2.791,8.330
4830,3.705,-2.887,8.306
4840,3.859,-2.868,8.473
4851,3.969,-2.738,8.641
4861,3.844,-2.944,8.708
4876,4.031,-3.030,8.794
4886,4.175,-3.164,8.775
4896,4.017,-3.049,8.861
4904,4.060,-3.097,8.670
4914,3.969,-3.179,8.502
4930,3.930,-3.447,8.416
4940,3.710,-3.184,8.234
4952,3.878,-3.207,8.272
4962,4.060,-3.179,8.359
4973,3.792,-3.193,8.301
4983,3.701,-3.083,8.282
4990,3.710,-3.054,8.234
5005,4.050,-2.887,8.114
5015,3.815,-2.796,8.301
5026,3.988,-2.753,8.086
5033,3.921,-2.959,8.028
5044,3.854,-2.949,7.952
5059,4.155,-2.982,7.875
5070,3.921,-2.647,7.842
5081,3.978,-2.528,8.148
5090,4.782,-2.513,8.713
5096,4.936,-2.398,8.952
5111,5.031,-1.810,9.364
5122,4.869,-1.743,9.096
5130,4.883,-2.360,8.991
5141,5.261,-3.504,9.239
5151,5.826,-5.706,10.034
5167,7.277,-5.668,11.997
5177,8.459,-5.860,14.525
5189,12.054,-9.541,17.268
5205,12.638,-11.437,18.646
5214,13.548,-12.605,19.235
5224,13.897,-14.415,19.096
5230,14.266,-15.487,18.800
5240,14.549,-16.851,17.876
5255,14.596,-18.599,16.641
5263,14.525,-17.857,16.071
5275,15.190,-15.487,16.277
5286,15.343,-14.415,15.803
5302,15.822,-14.515,15.736
5311,16.473,-14.659,15.137
5322,16.463,-14.505,13.711
5332,15.726,-12.495,11.868
5338,15.468,-11.781,10.834
5354,14.769,-10.594,7.684
5365,13.945,-9.182,6.817
5375,13.194,-7.238,5.577
5384,12.744,-6.080,4.620
5395,13.481,-5.812,3.815
5410,14.137,-5.390,1.589
5419,13.404,-4.610,-0.249
5430,12.222,-2.743,-2.647
5444,10.992,-0.699,-5.232
5455,9.278,0.737,-6.530
5465,7.956,2.102,-7.952
5475,7.401,3.117,-9.512
5483,6.535,3.480,-10.173
5496,5.501,4.175,-10.709
5506,4.897,5.180,-10.877
5516,4.136,6.152,-11.154
5527,3.246,7.186,-12.112
5535,0.584,8.555,-13.538
5546,-1.944,9.407,-14.003
5560,-3.370,8.789,-14.620
5571,-4.490,8.057,-14.209
5579,-3.528,7.942,-13.127
5586,-2.317,8.263,-12.069
5601,-2.307,8.679,-11.044
5612,-2.729,8.804,-9.579
5619,-2.499,8.694,-9.335
5630,-2.619,8.325,-9.761
5639,-3.815,8.392,-10.350
5654,-5.840,9.081,-11.489
5665,-6.683,9.666,-12.030
5676,-7.162,9.895,-11.748
5687,-6.779,9.924,-11.241
5696,-6.185,10.278,-10.350
5713,-5.611,10.183,-9.565
5724,-5.443,10.139,-9.905
5733,-5.280,10.202,-11.293
5744,-4.878,11.394,-13.491
5755,-5.084,13.830,-15.946
5768,-5.922,15.214,-18.235
5779,-5.917,16.104,-19.613
5790,-4.328,15.726,-19.771
5801,-2.432,13.294,-19.791
5810,-1.096,10.269,-19.494
5824,0.847,8.129,-18.675
5836,3.337,7.612,-18.072
5847,5.204,9.747,-18.594
5863,6.219,12.686,-21.356
5874,6.396,15.367,-24.094
5883,8.450,15.726,-27.374
5894,15.161,14.237,-27.115
5904,26.134,11.059,-26.450
5920,32.702,8.459,-23.817
5931,37.451,3.725,-19.743
5942,43.947,-3.313,-10.666
5953,46.336,-11.853,-3.935
5962,46.221,-13.979,0.785
5973,44.244,-9.067,8.000
5987,43.401,-6.606,16.674
5997,41.822,-8.708,26.072
6004,38.542,-10.738,28.470
6014,33.679,-12.078,29.786
6027,28.302,-16.109,26.809
6039,23.984,-18.599,21.868
6051,18.316,-17.971,20.356
6065,16.688,-15.506,19.432
6074,16.191,-12.342,19.973
6081,15.784,-10.010,20.188
6091,14.960,-8.617,20.068
6105,14.065,-7.425,19.183
6113,13.012,-7.655,17.450
6127,11.236,-8.756,13.725
6138,9.551,-10.183,11.518
6148,7.846,-9.704,9.704
6165,6.884,-8.076,9.589
6175,7.080,-6.841,9.914
6186,7.789,-5.979,10.408
6196,7.813,-5.955,10.092
6205,6.693,-6.056,9.062
6216,5.721,-5.496,8.177
6226,5.256,-5.055,7.195
6241,6.659,-5.702,6.673
6248,3.988,-4.850,7.382
6260,3.882,-3.179,8.186
6272,5.778,-4.830,7.516
6281,4.850,-5.467,7.636
6293,4.151,-4.950,8.086
6306,4.505,-4.481,8.239
6317,4.443,-4.548,8.033
6332,4.074,-4.500,7.918
6342,3.954,-4.471,7.545
6353,4.275,-5.237,7.636
6363,3.839,-5.453,7.530
6374,4.356,-4.538,7.909
6390,4.141,-5.156,7.866
6400,3.677,-4.902,7.626
6411,3.969,-4.658,7.688
6421,4.069,-5.132,7.444
6430,4.136,-5.496,7.684
6441,4.653,-5.477,7.655
6451,4.634,-5.654,7.238
6467,4.500,-5.481,7.119
6473,4.419,-5.012,6.793
6486,4.213,-4.342,6.463
6501,4.328,-4.040,5.558
6513,3.432,-2.614,7.693
6522,3.854,-2.657,5.209
6533,5.955,-3.509,2.796
6543,5.156,-2.499,2.097
6559,4.625,-1.091,3.035
6569,5.965,-0.613,3.083
6580,7.382,-3.543,0.694
6590,6.865,-3.480,0.747
6601,6.707,-1.182,-0.890
6616,6.640,0.397,-1.719
6626,5.912,1.484,-3.332
6637,4.926,2.092,-3.973
6647,4.605,1.484,-5.845
6655,5.457,1.431,-5.893
6666,7.296,2.892,-6.300
6681,8.478,4.074,-6.046
6692,10.331,4.816,-5.970
6699,11.839,2.149,-6.788
6709,12.040,-0.618,-8.138
6724,14.482,-2.006,-8.981
6735,14.860,-1.637,-8.627
6745,16.042,-0.565,-8.129
6756,16.430,0.249,-8.114
6767,16.913,-0.354,-7.899
6778,18.670,-2.178,-7.818
6789,18.536,-3.667,-7.617
6801,19.298,-3.739,-6.726
6812,18.335,-3.236,-6.606
6828,17.440,-4.088,-7.076
6835,17.253,-6.042,-8.373
6848,15.410,-6.353,-9.551
6858,14.879,-4.084,-9.077
6873,14.989,-1.269,-7.214
6879,15.697,-0.302,-4.811
6892,18.991,-1.154,0.335
6902,25.047,-1.618,7.152
6918,32.735,-5.232,18.747
6926,47.423,-8.301,30.289
6937,53.120,-6.860,32.137
6949,56.547,-0.479,25.440
6964,62.981,-7.990,22.998
6971,41.348,-4.514,8.718
6983,80.029,-5.386,16.818
6993,83.988,-3.102,-7.617
7009,99.705,13.716,-19.163
7017,82.724,23.577,-74.519
7029,64.791,9.785,-33.726
7039,50.468,12.806,-42.923
7055,50.563,0.086,-41.262
7066,-2.188,26.914,-41.233
7077,33.477,11.135,24.094
7087,28.082,-4.194,-51.975
7098,2.662,14.319,8.957
7107,13.146,1.360,-8.809
7121,6.281,-0.790,-16.583
7132,9.790,-4.960,-16.420
7143,-5.596,8.186,-0.594
7153,10.245,1.163,-4.151
7163,10.934,-4.893,9.115
7179,8.363,-10.848,-2.494
