time,x,y,z
4082,0.016,-0.013,0.016
4097,0.077,0.010,-0.002
4107,0.070,0.040,-0.001
4117,0.016,0.045,-0.016
4127,-0.044,0.046,-0.027
4135,-0.060,0.050,-0.023
4151,-0.029,0.020,-0.033
4161,-0.016,-0.023,-0.055
4172,-0.007,-0.051,-0.060
4183,-0.024,-0.082,-0.064
4194,-0.055,-0.095,-0.064
4204,-0.071,-0.070,-0.048
4215,-0.033,-0.044,-0.029
4229,0.057,0.044,0.193
4239,0.013,-0.020,0.034
4250,-0.033,0.010,0.011
4260,-0.021,0.062,0.007
4269,-0.018,0.059,-0.012
4280,-0.010,0.040,-0.018
4294,-0.022,0.033,-0.018
4305,-0.016,0.015,-0.011
4313,0.029,0.029,-0.004
4324,0.072,0.038,-0.015
4334,0.057,0.032,-0.013
4349,0.042,0.016,0.013
4358,0.027,-0.006,0.021
4369,-0.029,-0.035,-0.002
4380,-0.054,-0.029,0.010
4395,-0.002,0.015,0.004
4402,0.048,0.031,-0.018
4414,0.022,0.017,-0.023
4425,-0.006,-0.010,-0.023
4441,-0.068,-0.017,0.001
4450,-0.068,-0.023,0.022
4461,-0.011,-0.053,0.029
4471,0.002,-0.062,0.031
4482,-0.005,-0.075,0.011
4491,-0.042,-0.097,-0.005
4501,-0.076,-0.095,-0.004
4515,-0.070,-0.049,0.000
4523,-0.044,-0.038,-0.007
4533,-0.016,-0.034,-0.032
4549,0.010,-0.034,-0.022
4559,0.033,-0.056,-0.016
4568,-0.013,-0.083,-0.002
4575,-0.028,-0.098,0.028
4590,-0.026,-0.103,0.061
4601,-0.032,-0.101,0.045
4611,-0.064,-0.100,0.043
4623,-0.023,-0.082,0.027
4630,0.016,-0.072,0.023
4639,0.099,-0.068,0.188
4655,0.062,-0.057,-0.002
4665,0.043,-0.114,0.004
4673,0.023,-0.099,0.034
4686,0.002,-0.101,-0.032
4697,-0.035,-0.130,0.022
4707,-0.012,-0.105,-0.013
4717,-0.021,-0.099,-0.011
4727,-0.018,-0.094,-0.024
4736,-0.002,-0.101,0.079
4752,-0.045,-0.105,-0.042
4763,-0.065,-0.079,-0.029
4773,-0.012,-0.054,0.097
4785,-0.061,-0.046,-0.020
4794,-0.073,-0.072,-0.051
4805,-0.018,0.042,0.065
4819,-0.015,-0.038,-0.039
4830,-0.029,-0.123,-0.082
4840,-0.027,-0.127,-0.070
4851,-0.056,-0.121,-0.097
4861,-0.095,-0.159,-0.065
4876,-0.100,-0.131,-0.073
4886,-0.044,-0.043,-0.120
4896,-0.094,-0.061,-0.057
4904,-0.104,-0.039,-0.065
4914,-0.093,-0.033,-0.061
4930,-0.029,0.009,0.049
4940,-0.051,-0.094,-0.053
4952,-0.016,-0.038,0.029
4962,-0.055,-0.109,-0.095
4973,-0.064,-0.050,0.009
4983,-0.093,-0.094,-0.075
4990,-0.112,-0.117,-0.071
5005,-0.097,-0.119,-0.150
5015,-0.151,-0.078,-0.007
5026,-0.186,-0.123,-0.081
5033,-0.215,-0.142,-0.094
5044,-0.241,-0.198,-0.109
5059,-0.276,-0.164,-0.071
5070,-0.396,-0.246,-0.103
5081,-0.599,-0.314,-0.071
5090,-0.710,-0.193,-0.011
5096,-0.806,-0.143,0.011
5111,-0.999,-0.128,-0.128
5122,-1.473,-0.324,-0.237
5130,-1.767,-0.464,-0.312
5141,-1.952,-0.685,-0.250
5151,-1.891,-0.927,0.016
5167,-1.626,-0.815,0.131
5177,-1.922,-0.810,0.241
5189,-2.253,-0.005,0.536
5205,-2.039,0.494,0.696
5214,-1.886,0.898,1.106
5224,-1.621,1.330,1.310
5230,-1.367,1.471,1.425
5240,-0.936,1.772,1.747
5255,-0.166,2.083,2.420
5263,0.779,2.545,2.701
5275,1.685,3.155,3.048
5286,1.864,3.450,3.107
5302,1.899,3.676,3.229
5311,1.946,4.046,3.448
5322,2.571,4.771,3.459
5332,2.744,5.142,3.454
5338,2.762,5.416,3.542
5354,2.855,5.730,3.586
5365,2.821,6.079,4.054
5375,2.746,6.155,3.831
5384,2.611,6.191,3.712
5395,2.652,6.379,3.682
5410,3.023,7.037,3.619
5419,3.198,7.572,3.637
5430,3.120,8.090,3.729
5444,2.710,8.278,3.824
5455,2.085,7.848,3.952
5465,1.763,7.468,4.016
5475,1.327,7.261,4.066
5483,1.315,7.117,4.116
5496,1.387,6.950,4.072
5506,1.489,6.821,3.852
5516,1.462,6.756,3.741
5527,1.428,6.639,3.334
5535,0.970,6.359,2.946
5546,0.744,5.740,2.343
5560,0.479,4.928,1.945
5571,0.514,3.394,1.643
5579,0.593,2.735,1.588
5586,0.596,2.585,1.553
5601,0.478,2.429,1.481
5612,0.178,2.194,1.497
5619,0.042,2.153,1.460
5630,0.024,2.304,1.361
5639,0.133,2.396,1.317
5654,0.200,1.941,0.942
5665,0.126,1.267,0.563
5676,0.012,0.662,0.302
5687,-0.101,0.269,0.092
5696,-0.239,-0.066,-0.126
5713,-0.468,-0.271,-0.514
5724,-0.688,-0.324,-0.711
5733,-0.690,-0.430,-0.889
5744,-0.639,-0.608,-1.042
5755,-0.687,-0.858,-1.411
5768,-0.639,-1.373,-2.355
5779,-0.893,-2.691,-3.260
5790,-1.376,-3.734,-3.955
5801,-1.996,-4.280,-4.415
5810,-2.084,-4.882,-4.702
5824,-1.885,-5.665,-4.936
5836,-1.329,-6.473,-4.577
5847,-0.877,-6.823,-4.797
5863,-0.665,-7.295,-5.460
5874,-0.707,-8.807,-6.633
5883,-0.748,-10.689,-7.702
5894,-1.023,-12.992,-8.952
5904,-1.152,-13.620,-9.384
5920,-1.063,-13.538,-9.642
5931,-1.317,-13.682,-8.536
5942,-1.817,-12.342,-7.107
5953,-1.530,-10.699,-5.381
5962,-0.294,-9.192,-4.386
5973,1.436,-8.234,-5.059
5987,2.318,-7.334,-5.230
5997,1.607,-5.988,-4.476
6004,0.604,-5.202,-3.448
6014,-1.471,-4.227,-2.081
6027,-3.277,-3.274,-0.340
6039,-2.830,-2.043,-0.253
6051,-1.179,-1.748,-0.663
6065,-0.310,-1.624,-0.891
6074,0.376,-1.354,-0.783
6081,0.226,-1.183,-0.605
6091,-0.128,-0.940,-0.301
6105,-0.599,-0.520,0.013
6113,-0.990,-0.202,0.126
6127,-1.020,0.285,0.170
6138,-0.534,0.359,0.122
6148,-0.081,0.413,0.260
6165,0.138,0.054,-0.053
6175,0.093,-0.159,0.046
6186,-0.084,0.045,0.170
6196,-0.206,0.321,0.247
6205,-0.097,0.529,0.323
6216,0.032,0.635,0.303
6226,-0.051,0.321,0.413
6241,-0.173,1.049,0.682
6248,0.397,0.991,0.456
6260,-0.314,0.380,0.279
6272,-0.446,0.514,0.258
6281,-0.123,0.582,0.173
6293,0.200,0.431,0.105
6306,0.042,0.359,0.121
6317,-0.122,0.445,0.175
6332,-0.239,0.454,0.219
6342,-0.337,0.459,0.180
6353,-0.268,0.549,0.221
6363,0.117,0.501,0.002
6374,0.257,0.572,-0.170
6390,0.134,0.541,-0.133
6400,0.237,0.440,-0.260
6411,-0.017,0.244,-0.105
6421,-0.153,0.128,-0.038
6430,-0.111,0.081,-0.055
6441,-0.033,0.126,-0.043
6451,0.071,0.172,0.012
6467,0.283,0.147,-0.068
6473,0.464,0.090,-0.144
6486,0.478,0.035,-0.120
6501,0.445,-0.195,-0.092
6513,-0.656,-0.055,-0.208
6522,-1.480,-1.034,-0.348
6533,-1.007,-0.974,-0.122
6543,-0.446,-0.823,-0.391
6559,-0.260,-1.566,-0.870
6569,-0.698,-1.670,-0.844
6580,-0.816,-1.686,0.111
6590,0.428,-1.717,-0.283
6601,1.523,-1.589,-0.635
6616,0.826,-1.399,0.147
6626,0.437,-1.745,-0.022
6637,-0.485,-2.676,-0.128
6647,-0.199,-4.048,-0.357
6655,0.173,-4.754,-0.841
6666,0.583,-5.668,-1.451
6681,0.217,-6.717,-1.958
6692,-0.762,-6.935,-2.059
6699,-1.288,-7.047,-2.023
6709,-1.262,-7.435,-2.211
6724,-0.605,-7.851,-2.605
6735,-0.109,-8.149,-2.627
6745,-0.108,-8.366,-2.724
6756,-0.407,-8.546,-2.976
6767,-0.613,-8.568,-3.168
6778,-0.771,-8.182,-3.119
6789,-0.602,-7.912,-2.957
6801,-0.110,-7.592,-2.759
6812,-0.242,-7.294,-2.652
6828,-0.582,-7.318,-2.480
6835,-0.473,-7.150,-2.103
6848,0.389,-7.196,-1.719
6858,0.750,-7.313,-1.589
6873,0.446,-7.433,-1.578
6879,-0.363,-7.440,-1.588
6892,-0.830,-7.262,-1.947
6902,-1.048,-6.435,-2.291
6918,-0.800,-5.117,-2.740
6926,0.919,-1.743,-3.279
6937,1.640,1.345,-3.943
6949,-1.184,1.654,-1.936
6964,-1.811,10.773,-4.171
6971,-0.216,10.892,3.429
6983,2.053,16.608,-0.914
6993,-0.386,16.331,2.351
7009,-3.670,22.758,6.558
7017,-4.288,19.494,5.541
7029,-6.467,16.812,4.595
7039,-9.799,15.923,8.556
7055,-8.307,15.162,10.886
7066,1.647,7.205,-0.447
7077,-15.262,5.431,10.602
7087,-2.357,10.287,3.162
7098,-0.965,10.298,-2.883
7107,-8.531,5.443,7.616
7121,-4.133,5.024,2.364
7132,1.112,4.711,-0.021
7143,-0.020,1.943,-1.073
7153,-5.185,-0.144,2.085
7163,-4.008,1.175,0.986
7179,-1.521,2.990,1.433
7189,1.647,2.059,1.951
7196,1.352,1.141,1.734
7208,0.771,1.246,2.149
7219,0.924,1.156,1.597
7235,0.360,3.464,1.339
7241,7.758,-12.423,-3.845
7254,-9.216,-0.756,2.839
7263,-4.900,6.597,3.872
7279,1.219,6.082,2.129
7287,3.455,3.405,2.044
7300,3.082,0.729,0.707
7311,0.787,-2.151,-0.473
7322,-1.731,2.136,-0.373
