time,x,y,z
6074,-2.379,-6.701,0.252
6084,1.779,-6.423,0.304
6095,5.267,-6.459,1.829
6106,-15.92,-2.784,-4.019
6117,1.714,-9.958,2.821
6130,23.476,-6.15,-3.802
6138,22.339,-3.819,-2.782
6151,11.869,-3.912,-2.305
6160,-1.961,-5.23,-3.55
6171,-17.762,-2.877,-3.949
6182,-9.753,-2.22,-4.485
6192,-3.422,-2.896,-4.848
6206,-0.506,-5.561,-7.459
6216,-9.905,-6.781,-9.207
6227,-12.445,-7.031,-9.853
6236,-12.44,-6.988,-9.052
6250,-14.032,-6.624,-8.738
6261,-8.266,-4.991,-4.286
6271,-15.544,-3.789,-5.922
6280,-1.541,-4.797,-6.169
6291,6.21,-7.488,-12.883
6305,2.634,-3.052,-11.106
6316,26.107,6.506,-20.442
6327,0.814,30.403,-16.293
6338,-10.006,33.888,-7.118
6348,8.243,35.495,-4.045
6360,-8.37,24.429,1.826
6372,-0.167,18.6,5.636
6378,-3.244,10.981,8.347
6393,-12.724,6.876,4.522
6403,-0.966,3.62,4.406
6411,-1.709,0.454,3.118
6422,-2.009,4.227,1.351
6436,-0.776,7.847,2.58
6447,1.587,8.624,3.966
6457,-2.232,6.415,4.409
6471,-4.921,1.999,5.339
6482,-9.334,1.323,-1.399
6491,40.029,8.991,-5.009
6502,-28.272,-4.595,8.484
6511,-17.942,-2.562,8.63
6524,-2.679,1.968,5.096
6536,20.029,9.316,-3.362
6547,8.467,0.797,-1.776
6560,-2.619,6.038,-2.662
6571,2.699,1.02,1.119
6581,-6.145,1.495,2.781
6592,2.501,5.335,1.721
6603,5.748,7.989,-0.324
6616,1.874,7.748,-1.079
6627,-1.933,10.441,-0.413
6637,-4.679,9.434,0.97
6653,-3.255,9.406,1.057
6663,-7.841,8.366,1.503
6673,-15.25,3.867,-3.631
6682,-20.403,6.272,-5.602
6694,-24.546,13.379,-4.142
6705,1.748,16.995,-8.71
6719,-5.053,6.633,-31.562
6730,0.161,-16.295,-39.991
6761,7.449,-2.1,-1.087
6775,14.482,5.108,6.032
6786,16.115,-2.619,1.505
6797,7.624,-4.517,1.389
6805,-1.02,-4.104,2.026
6816,-3.774,-5.985,0.795
6826,-4.349,-8.114,-1.625
6839,-1.954,-10.28,-1.119
6850,4.072,-8.886,0.395
6864,-7.106,4.651,-4.061
6874,-4.816,-11.817,2.478
6885,20.099,-5.118,-3.253
6896,22.448,-3.8,-2.883
6906,10.344,-4.745,-0.988
6916,-5.124,-4.27,-4.44
6930,-17.545,-2.25,-4.872
6940,-10.275,-3.554,-4.017
6951,-2.833,-3.001,-5.499
6960,-2.633,-4.52,-6.401
6970,-9.383,-6.818,-8.537
6984,-12.914,-9.253,-11.362
6995,-8.723,-10.443,-11.941
7003,-14.145,-7.621,-9.079
7015,-10.697,-4.7,-7.763
7029,-7.868,-5.175,-6.591
7036,-3.151,-7.829,-10.084
7048,12.314,-8.159,-13.051
7059,9.318,4.279,-7.817
7074,27.146,23.64,-23.719
7082,-1.652,33.42,-20.236
7094,-11.065,31.461,-6.1
7107,12.449,32.135,-0.018
7118,-5.209,19.97,3.49
7129,-4.31,11.797,3.605
7139,-6.054,7.076,5.631
7147,-5.11,3.668,5.927
7163,2.222,4.993,1.065
7173,-3.296,5.277,2.059
7183,-5.723,7.591,3.555
7200,1.68,7.714,2.506
7209,-0.017,6.434,2.618
7220,-12.269,-1.15,8.332
7231,38.629,17.338,-10.21
7240,3.047,7.549,2.701
7254,-26.645,-5.697,8.067
7264,-15.102,1.599,6.358
7275,7.993,5.873,0.75
7284,25.551,8.856,-2.858
7295,11.285,5.328,-0.881
7309,-8.585,-0.133,3.357
7318,-6.688,4.055,3.302
7329,-1.097,8.296,2.733
7339,4.797,9.977,0.861
7355,2.468,6.613,0.655
7366,-2.459,5.415,2.326
7376,-4.935,5.561,1.6
7387,-7.885,11.742,1.64
7398,-16.132,6.453,2.173
7406,-11.237,4.486,3.312
7421,-7.52,5.757,2.588
7431,-8.861,11.654,1.624
7441,-13.854,13.537,0.454
7451,4.906,12.341,-12.868
7462,1.201,-3.284,-34.375
7476,-9.286,-23.606,-40.029
7485,-10.256,-36.415,-36.164
7495,-10.219,-16.109,-5.938
7506,18.251,8.31,4.195
7541,4.871,-5.745,2.546
7551,-2.348,-5.439,2.011
7560,-3.466,-5.175,1.289
7573,-4.894,-5.526,1.63
7585,-0.417,-6.337,2.116
7595,5.924,-6.545,2.272
7609,-16.811,1.969,1.399
7620,2.298,-8.151,0.489
7629,18.837,-2.693,-3.304
7640,15.352,-2.757,-1.857
7651,7.129,-4.138,-1.433
7665,-2.056,-3.521,-3.598
7675,-13.819,-2.546,-4.07
7685,-7.19,-4.01,-4.667
7695,-1.803,-4.837,-5.726
7708,-4.133,-6.228,-9.34
7718,-13.142,-7.609,-11.344
7729,-13.852,-7.842,-13.087
7737,-13.795,-7.509,-12.045
7751,-16.364,-5.857,-9.602
7760,-10.089,-3.277,-8.608
7772,-7.724,-4.36,-4.787
7783,2.81,-1.82,-5.572
7798,10.244,3.747,-1.988
7807,14.724,20.686,-10.922
7818,18.052,11.4,-20.393
7829,8.018,25.099,-9.511
7842,4.078,22.861,3.326
7853,13.694,22.376,1.206
7863,-4.268,16.854,1.98
7878,-8.313,13.288,6.544
7888,5.5,10.768,3.899
7894,-4.509,3.983,-0.378
7908,-8.964,2.131,0.044
7918,-9.796,3.592,6.599
7929,-0.76,5.787,4.22
7937,-0.178,5.863,1.864
7947,-3.289,6.343,1.429
7961,-3.676,0.132,8.474
7973,39.786,20.04,-13.483
7983,-30.4,8.73,5.056
7992,-19.175,-3.675,6.828
8006,-13.237,0.558,3.956
8017,-0.109,4.447,-1.12
8026,21.838,5.322,-4.189
8037,0.869,2.392,1.084
8051,-9.11,-0.621,4.364
8062,-9.086,4.315,4.074
8072,-1.818,4.886,2.437
8082,4.021,5.381,0.087
8093,1.651,4.285,0.92
8103,-2.762,3.87,1.75
8118,-3.58,3.78,1.291
8129,-6.496,8.708,6.093
8138,-10.077,6.606,5.622
8149,-10.12,4.255,5.64
8160,-14.853,7.482,6.906
8174,-13.5,11.875,7.895
8185,-2.044,14.55,2.051
8194,-3.423,11.925,-9.966
8204,2.41,-0.38,-28.879
8220,-8.112,-22.261,-38.689
8231,-6.236,-34.608,-27.16
8262,9.911,1.517,4.65
8273,8.369,-7.159,1.726
8286,6.536,-3.356,4.118
8297,-0.151,-2.115,3.279
8307,-1.29,-3.385,2.582
8317,-1.41,-5.169,2.441
8331,4.53,-5.862,0.345
8342,4.811,-4.115,-8.234
8352,-8.14,-5.807,-2.426
8363,9.225,-9.077,-1.058
8374,24.213,-4.728,-3.795
8388,18.294,-4.931,-3.186
8399,-2.994,-6.504,-3.89
8408,-9.141,-6.943,-4.919
8419,-10.121,-6.415,-5.275
8432,-9.164,-6.063,-5.148
8442,-6.559,-7.517,-5.497
8453,-4.068,-8.739,-6.032
8463,-9.575,-9.95,-6.652
8475,-13.113,-9.45,-7.658
8490,-15.466,-9.643,-4.098
8499,-19.306,-6.522,-6.112
8510,-21.061,-4.263,-1.297
8523,-5.069,-1.665,-2.481
8537,-1.806,-2.364,-9.952
